qd1,qd2,phrase1,phrase2,label
1453,1454,maccallum say i cant think of hi name rate s twin that one it wa,it s bundren from down beyond new hope quick say,faulkner
1455,1456,there s one of them snope hors jewel s ride,i did nt know there wa ere a one of them hors left maccallum say,faulkner
1457,1458,i thought you folk down there final contriv to give them all away,tri and get that one quick say,faulkner
1459,1460,the wagon went on,i bet old man lon never gave it to him i say,faulkner
1461,1462,no quick say,he bought it from pappi,faulkner
1463,1464,the wagon went on,they must not a heard about the bridg he say,faulkner
1465,1466,what re they do up here anyway,maccallum,faulkner
1467,1468,say,take a holiday sinc he got hi wife buri i reckon quick say,faulkner
1469,1470,head for town i reckon with tull s bridg gone too,i wonder if they aint heard about the bridg,faulkner
1471,1472,they ll have to fli then i say,i dont reckon there s ere a bridg between here and mouth of ishatawa,faulkner
1473,1474,they had someth in the wagon,but quick had been to the funer three day ago and we natur never thought anyth about it except that they were head away from home mighti late and that they had nt heard about the bridg,faulkner
1475,1476,you better holler at them maccallum say,durn it the name is right on the tip of my tongu,faulkner
1477,1478,so quick holler and they stop and he went to the wagon and told them,he come back with them,faulkner
1479,1480,they re go to jefferson he say,the bridg at tull s is gone too,faulkner
1481,1482,like we did nt know it and hi face look funni around the nostril but they just sat there bundren and the girl and the chap on the seat and cash and the second one the one folk talk about on a plank across the tailgat and the other one on that spot hors,let everi man run hi own busi to suit himself i say,faulkner
1483,1484,but after i talk to rachel about them not have a regular man to fix her and it be juli and all i went back down to the barn and tri to talk to bundren about it,i give her my promis he say,faulkner
1485,1486,her mind wa set on it,i notic how it take a lazi man a man that hate move to get set on move onc he doe get start off the same as he wa set on stay still like it aint the move he hate so much as the start and the stop,faulkner
1487,1488,and like he would be kind of proud of whatev come up to make the move or the set still look hard,he set there on the wagon hunch up blink listen to us tell about how quick the bridg went and how high the water wa and i be durn if he did nt act like he wa proud of it like he had made the river rise himself,faulkner
1489,1490,you say it s higher than you ever see it befor,he say,faulkner
1491,1492,god s will be done he say,i reckon it wont go down much by morn neither he say,faulkner
1493,1494,you better stay here tonight i say and get a earli start for new hope tomorrow morn,i wa just sorri for them bonegaunt mule,faulkner
1495,1496,i told rachel i say well would you have had me turn them away at dark eight mile from home,what els could i do i say,faulkner
1497,1498,it wont be but one night and they ll keep it in the barn and they ll sholi get start by daylight,and so i say you stay here tonight and earli tomorrow you can go back to new hope,faulkner
1499,1500,i got tool enough and the boy can go on right after supper and have it dug and readi if they want and then i found that girl watch me,if her eye had a been pistol i would nt be talk now,faulkner
1501,1502,i be dog if they did nt blaze at me,and so when i went down to the barn i come on them her talk so she never notic when i come up,faulkner
1503,1504,you promis her she say,she would nt go until you promis,faulkner
1505,1506,she thought she could depend on you,if you dont do it it will be a curs on you,faulkner
1507,1508,cant no man say i dont aim to keep my word bundren say,my heart is open to ere a man,faulkner
1509,1510,i dont care what your heart is she say,she wa whisper kind of talk fast,faulkner
1511,1512,you promis her,you ve got to,faulkner
1513,1514,you then she seen me and quit stand there,if they d been pistol i would nt be talk now,faulkner
1515,1516,her mind is set on it,her mind is set on it,faulkner
1517,1518,so i told them to drive it into the barn becaus it wa threaten rain again and that supper wa about readi,we would nt discommod you,faulkner
1519,1520,we got a littl someth in the basket,we can make out,faulkner
1521,1522,well i say sinc you are so particular about your womenfolk i am too,and when folk stop with us at meal time and wont come to the tabl my wife take it as a insult,faulkner
1523,1524,so the girl went on to the kitchen to help rachel,and then jewel come to me,faulkner
1525,1526,sho i say,help yourself outen the loft,faulkner
1527,1528,feed him when you bait the mule,i ratter pay you for him he say,faulkner
1529,1530,what for,i say,faulkner
1531,1532,i would nt begrudg no man a bait for hi hors,i rather pay you he say i thought he said extra,faulkner
1533,1534,extra for what i say,wont he eat hay and corn,faulkner
1535,1536,extra feed he say,i feed him a littl extra and i dont want him beholden to no man,faulkner
1537,1538,you cant buy no feed from me boy i say,and if he can eat that loft clean i ll help you load the ham onto the wagon in the morn,faulkner
1539,1540,he aint never been beholden to no man he say,i rather pay you for it,faulkner
1541,1542,and if i had my rather you would nt be here atal i want to say,but i just say then it s high time he commenc,faulkner
1543,1544,you cant buy no feed from me,when rachel put supper on her and the girl went and fix some bed,faulkner
1545,1546,but would nt ani of them come in,she s been dead long enough to get over that sort of foolish i say,faulkner
1547,1548,becaus i got just as much respect for the dead as ere a man but you ve got to respect the dead themselv and a woman that s been dead in a box four day the best way to respect her is to get her into the ground as quick as you can,cours if the boy want to go to bed i reckon i can set up with her,faulkner
1549,1550,i dont begrudg her it,so when i went back down there they were squat on the ground around the wagon all of them,faulkner
1551,1552,let that chap come to the hous and get some sleep anyway i say,and you better come too i say to the girl,faulkner
1553,1554,i wa nt aim to interfer with them,and i sholi had nt done noth to her that i know,faulkner
1555,1556,he s done alreadi asleep bundren say,they had done put him to bed in the trough in a empti stall,faulkner
1557,1558,well you come on then i say to her,but still she never said noth,faulkner
1559,1560,they just squat there,you could nt hardli see them,faulkner
1561,1562,how about you boy,i say,faulkner
1563,1564,you got a full day tomorrow,we can make out,faulkner
1565,1566,we would nt be beholden bundren say,i thank you kindli,faulkner
1567,1568,so i left them squat there,i reckon after four day they wa use to it,faulkner
1569,1570,but rachel wa nt,it s a outrag she say,faulkner
1571,1572,a outrag,what could he a done,faulkner
1573,1574,i say,he give her hi promis word,faulkner
1575,1576,who s talk about him,she say,faulkner
1577,1578,who care about him,she say cri,faulkner
1579,1580,you re upset,dont you touch me,faulkner
1581,1582,she say,dont you touch me,faulkner
1583,1584,a man cant tell noth about them,i live with the same one fifteen year and i be durn if i can,faulkner
1585,1586,and i imagin a lot of thing come up between us but i be durn if i ever thought it would be a bodi four day dead and that a woman,but they make me hard on them not take it as it come up like a man doe,faulkner
