qd1,qd2,phrase1,phrase2,label
7553,7554,whi allow thi affair to gather ani more momentum,oh that z that z between the two e s of pleze thi is a mind with the depth of a movi marque,roth
7555,7556,and furget,exactli how a prostitut would misspel that word,roth
7557,7558,how unnatur can a relationship be,by contrast to her my childhood took place in brahmin boston,roth
7559,7560,monkey busi,no busi,roth
7561,7562,the phone call for instanc i can not toler those phone call,my answer strike them as duplicit,roth
7563,7564,it strike me as duplicit,at which point the phone ring,roth
7565,7566,i miss you arnold the monkey whisper,i m afraid i m busi right now,roth
7567,7568,i do do love you,ye fine may i speak with you later about thi,roth
7569,7570,how i want that long sleek cock insid meby now,what els is wrong with her while we re at it,roth
7571,7572,she move her lip when she read,petti,roth
7573,7574,you think so,i know what s play befor she even tell mefrom read the lip,roth
7575,7576,and the book i bring her she carri them around from job to job in her tote bagto read,no,roth
7577,7578,with real word in it,tell me book to read okay,roth
7579,7580,how earnest i wa compil that read list,boy wa i go to improv her mind,roth
7581,7582,had she never read a book call usa,mortim snerd duh i never read noth mr,roth
7583,7584,bergen,so i bought her the modern librari do pass a book with a hard cover,roth
7585,7586,ah you get the dreami point i m sure,the text,roth
7587,7588,w e b du boi the soul f black folk,the grape of wrath,roth
7589,7590,a book of sherwood anderson s i like call poor white the titl i thought might stir her interest,the name of the cours,roth
7591,7592,oh i do nt know professor portnoy s humili minor an introduct,the purpos,roth
7593,7594,get it now,the perfect coupl she put the id back in yid i put the oy back in goy,roth
7595,7596,where am i,tuxedo,roth
7597,7598,what occas,where doe she think we re go to shoot a dirti movi,roth
7599,7600,doctor it bare reach her ass,what a mean littl mouth it give her,roth
7601,7602,the miner s daughter in the neon citi,and thi i think is how she is go with me to the mayor s,roth
7603,7604,dear and she spell it with three letter,and ha nt read two page of the age book in an entir week,roth
7605,7606,duh i doubt it,thi is somebodi whom i pick up off the street,roth
7607,7608,who suck me off befor she even knew my name,who onc peddl her ass in la vega if not elsewher,roth
7609,7610,just look at hera moll,what kind of dream am i live in,roth
7611,7612,be with such a person is for me all wrong,meaningless,roth
7613,7614,okay say the monkey in the taxi what s bug you max,noth,roth
7615,7616,you hate the way i look,ridicul,roth
7617,7618,driverpeck and peck,shut up,roth
7619,7620,graci mansion driver,i m get radiat poison alex from what you re give off,roth
7621,7622,i m not give off shit,i ve said noth,roth
7623,7624,you ve got those black hebe eye man they say it for you,tutti,roth
7625,7626,relax monkey,you relax,roth
7627,7628,i am,but my manli resolv last about a minut more,roth
7629,7630,what,you heard right,roth
7631,7632,when we get there do nt start talk about your wet pussi to whoever open the door,with thi a hiss like the sound of air brake rise from the driverand the monkey heav herself in a rage against the rear door,roth
7633,7634,thi is a free countri you uptight jewish prick,you should have seen the look given us upon disembark by mr,roth
7635,7636,manni schapiro our driver,rich joikoff,roth
7637,7638,he yell,nazi bitch,roth
7639,7640,pick on me all the timein just the way you look at me you pick on me alex,i say it s five to seven and you think how fuck dumb can she be,roth
7641,7642,just who the fuck are the lindsay,a god damn mayor and hi wife,roth
7643,7644,a fuck mayor,wa thi my idea of a love affair she ask sob miser,roth
7645,7646,to treat a woman like a leper,i want to say mayb then thi is nt a love affair,roth
7647,7648,mayb it s what s call a mistak,but i did nt,roth
7649,7650,for fear she might commit suicid,i love you alex,roth
7651,7652,i worship and ador you,so do nt put me down pleas,roth
7653,7654,becaus you re the veri best man woman or child i ve ever known,in the whole anim kingdom,roth
7655,7656,monkey no i plead no as she passion zip open my black trouser there are plainclothesmen everywher,refer to the polic of graci mansion and it environ,roth
7657,7658,and master me with her mouth,at dinner i overheard her tell the mayor that she model dure the day and took cours at hunter at night,roth
7659,7660,which i prais her for,and which she never fill out of courseexcept for her age,roth
7661,7662,a fantasi of the monkey s date from her high school year in moundsvil,underneath the tabl crawl on her hand and knee and nude is our gawki teenag illiter mari jane reed,roth
7663,7664,ten month,incred,roth
7665,7666,thi brutal woman,thi coars torment selfloath bewild lost identityless and so on,roth
7667,7668,well that made me groan with disgust,who set off insid me daili explos of disapprov hourli thunderclap of admonit,roth
7669,7670,oh what a schoolmast i becam,okay,roth
7671,7672,flash what,who flash anyth,roth
7673,7674,you mari jane,your supposedli privat part,roth
7675,7676,i did not,jeezuz i got ta sit i got ta stand do nt i,roth
7677,7678,but not like you re climb on and off a hors,well i do nt know what s bug youh wa a faggot anyway,roth
7679,7680,what s bug me is that the space between your leg ha now been seen by more peopl than watch huntley and brinkley,who s hold you here,roth
7681,7682,they were wrong too,kay campbel my girl friend at antiochcould there have been a more exemplari person,roth
7683,7684,and where is she now that find,hello pumpkin,roth
7685,7686,how could she do otherwis,is it of import,roth
7687,7688,or shall i go on,ah and those peasant leg,roth
7689,7690,and the blous alway hang loos from her skirt at the back,alway the first of the antioch nymph to go barefoot to class in spring,roth
7691,7692,she never rais her voic in an argument,who had ever heard of such an approach to controversi,roth
7693,7694,or seem to hate him for hi idea,author without the temper,roth
7695,7696,confid san swagger or condescens,come on let s be fair and give the goyim their due,roth
7697,7698,doctor when they are impress they are veri impress,so sound,roth
7699,7700,my wholesom bigbottom lipstickless barefoot shiks where are you now kaykay,did you wind up realli fat,roth
7701,7702,ah so what,suppos you re big as a hous you need a showcas for that charact of your,roth
7703,7704,in the meantim let me miss her substanti a littl,that butteri skin,roth
7705,7706,that unattend stream hair,thi wa just natur,roth
7707,7708,doctor,i ll bet you bake your own bread right,roth
7709,7710,you could have use my heart for batter that s how soft it felt,pumpkin still unbesmirch myself on those and relat middleclass issu,roth
7711,7712,oh perfectli illproport girl,so she had no tit so what,roth
7713,7714,slight as a butterfli through the rib cage and neck but plant like a bear beneath,root that s what i m get at,roth
7715,7716,join by those lineman s leg to thi american ground,you should have heard kay campbel when we went around green counti ring doorbel for stevenson in our sophomor year,roth
7717,7718,the pumpkin never wa anyth but ladylik,i wa a barbarian,roth
7719,7720,the pumpkin proceed ceremoni and awesom feat,yokel s error of fact and logic even to draw attent to hi niggardli moral,roth
7721,7722,i might have learn someth spend the rest of my life with such a person,ye i mightif i could learn someth,roth
7723,7724,the pursuit of dream,from thi hopeless senseless loyalti to the long ago,roth
7725,7726,till septemb i had never been farther west than lake hopatcong in new jerseynow i am off to loway,and with a blondi,roth
7727,7728,of the christian religion,who is more stun by thi desert my famili or me,roth
7729,7730,what dare,the white clapboard hous in which the pumpkin had grown up might have been the taj mahal for the emot it releas in me,roth
7731,7732,balboa mayb know what i felt upon first glimps the swing tie up to the ceil of the front porch,she wa rais in thi hous,roth
7733,7734,the girl who ha let me undo her brassier and dryhump her at the dormitori door grew up in thi white hous,look shutter,roth
7735,7736,i am someth call a friend from school,what tongu is she speak,roth
7737,7738,i am warshaw s ambassador,how do you do alex,roth
7739,7740,to which of cours i repli thank you,whatev anybodi say to me dure my first twentyfour hour in iowa i answer thank you,roth
7741,7742,even to inanim object,would my mother be proud of her littl gentleman,roth
7743,7744,then there s an express in english good morn or so i have been told the phrase ha never been of ani particular use to me,whi should it have been,roth
7745,7746,at breakfast at home i am in fact known to the other boarder as mr,sourbal and the crab,roth
7747,7748,good morn,good morn,roth
7749,7750,sung to half a dozen differ tune,and ask me,roth
7751,7752,did i have a good night s sleep,did i have a good night s sleep,roth
7753,7754,whi ye,i think i did,roth
7755,7756,heydid you,like a log repli mr,roth
7757,7758,campbel,i get it,roth
7759,7760,motionless heavi like a log,and twelv noon,roth
7761,7762,we are all of us wish each other four hour of pleasur and accomplish,whi that s terrif,roth
7763,7764,hey that s veri nice,good morn,roth
7765,7766,and the same appli to good afternoon,and good even,roth
7767,7768,and good night,my god,roth
7769,7770,convers is nt just crossfir where you shoot and get shot at,word are nt onli bomb and bullet no they re littl gift contain mean,roth
7771,7772,skip,skate,roth
7773,7774,hopscotch,sled,roth
7775,7776,the street name,elm,roth
7777,7778,elm,where tree growwhich must be elm,roth
7779,7780,greeneri i leav to the bird and the bee they have their worri i have mine,it s a treeand that s it,roth
7781,7782,in the autumn or is it the spring,do you know thi stuff,roth
7783,7784,okay,so never do it,roth
7785,7786,not even in jest,and if anybodi doe it to you you tell me instantli,roth
7787,7788,how simpl,it s realli all so veri simpl,roth
7789,7790,a memor weekend in my lifetim equival in human histori i would say to mankind s passag through the entir stone age,everi time mr,roth
7791,7792,campbel call hi wife mari my bodi temperatur shot into the hundr,no,roth
7793,7794,pleas i pray on the train head west let there be no pictur of jesu christ in the campbel hous,let me get through thi weekend without have to see hi pathet punimor deal with anyon wear a cross,roth
7795,7796,no i ll rise from my seatand vuh den,make a speech,roth
