qd1,qd2,question1,question2,label
2191,2192,the efficient housewife who gardens and sews and can repair everything and throws glorious dinner parties as well,the quiet steady loyal sidekick of the rich and powerful man with her unambiguous wholehearted oldfashioned devotion to the rearing of children,routh
2193,2194,the ordinary existence of an insignificant mortal,well i went off to go shopping for grocerieswhat could be more mundane than that,routh
2195,2196,why would anyone in the world have to worry about that,i had left my daughter playing out back in the yard and our little boy upstairs sleeping in his crib and my rich and powerful second husband watching a golf tournament on tv,routh
2197,2198,i turned around and came home because when i got to the supermarket i realized i had forgotten my wallet,the little one was still sleeping,routh
2199,2200,and in the living room the golf game was still going but my eightyearold daughter my little alison was sitting up on the sofa without her underpants and my rich and powerful second husband was kneeling on the floor his head between her plump little legs,what was he doing there,routh
2201,2202,what men do there,axler watched her cry and said nothing,routh
2203,2204,you have seen my artwork she finally told him,the sun shining down on a pretty house and the garden all in bloom,routh
2205,2206,you know me,everybody knows me,routh
2207,2208,i think the best of everything,i prefer it that way and so does everyone around me,routh
2209,2210,he got up off his knees completely unruffled and told me that she had been complaining about an itch and she would not stop scratching herself and so before she did herself any harm he had taken a look to be sure she was all right,and she was he assured me,routh
2211,2212,he could see nothing not a blemish not a sore not a rash,she was fine,routh
2213,2214,good i said,i came back for my wallet,routh
2215,2216,and instead of getting his hunting rifle from the basement and pumping him full of bullets i found my wallet in the kitchen said bye again everyone and went off to the store as if what i had witnessed was a commonplace occurrence,in a daze dumbfounded i filled two shopping carts,routh
2217,2218,i would have filled two more four more six more if the store manager had not seen me blubbering away and come over to ask if i was all right,he drove me home in his car,routh
2219,2220,i left our car in the lot there and was driven home,i could not negotiate the stairs,routh
2221,2222,i had to be carried up to bed,there i lay for four days unable to speak or eat barely able to drag myself to the bathroom,routh
2223,2224,the story was that i had come down with a fever and been ordered to bed,my rich and powerful second husband could not have been more solicitous,routh
2225,2226,my little darling alison sweetly brought me a vase of cut flowers from my garden,i could not ask her i could not bring myself to say who removed your underpants,routh
2227,2228,what do you want to tell me,if you really had some kind of itch you would have waited would not you until i came home from shopping to show me,routh
2229,2230,but dear if you did not have an itch,dear if there is something you are not telling me because you are afraid to,routh
2231,2232,,,routh
2233,2234,,but i was the one who was afraid,routh
2235,2236,i could not do it,by the fourth day i had convinced myself that i had imagined everything and two weeks later when alison was at school and he was at work and the little one was taking his nap i got out the wine and the valium and the plastic garbage bag,routh
2237,2238,but i could not stand suffocating,i panicked,routh
2239,2240,i took the pills and the wine but then i remember not getting any air and hurrying to rip the bag off,and i do not know what i regret more horriblyhaving tried to do it or having failed to do it,routh
2241,2242,all i want to do is shoot him,only now he is alone with them and i am here,routh
2243,2244,he is all alone with my sweet little girl,it ca not be,routh
2245,2246,i called my sister and asked her to stay at the house with them but he would not let her sleep there,he said there was no need,routh
2247,2248,and so she left,and what can i do,routh
2249,2250,i am here and alison is there,i was paralyzed,routh
2251,2252,i did nothing that i should have done,nothing that anyone would have done,routh
2253,2254,i should have rushed the child to the doctor,i should have called the police,routh
2255,2256,it was a criminal act,there are laws against such things,routh
2257,2258,instead i did nothing,but he said nothing had happened you see,routh
2259,2260,he says that i am hysterical that i am deluded that i am mad but i am not,i swear to you simon i am not mad,routh
2261,2262,i saw him doing it,that is horrible,routh
2263,2264,a horrible transgression axler said,i see why it is done what it did to you,routh
2265,2266,it is evil,i need someone she confided in a murmur to kill this evil man,routh
2267,2268,i am sure you could find a willing party,you,routh
2269,2270,asked sybil in a tiny voice,i had pay,routh
